Date,Open,High,Low,Close,Volume,Adj Close
2015-07-09,939.00,939.00,912.25,917.45,1149800,900.8306
2015-07-08,925.00,947.00,925.00,933.00,1174800,916.0989
2015-07-07,965.00,967.80,933.00,936.30,1272300,919.3391
2015-07-06,945.10,975.50,943.50,969.95,812000,952.3796
2015-07-03,947.00,969.00,940.00,964.90,862800,947.421
2015-07-02,945.20,959.95,940.50,954.50,988500,937.2094
2015-07-01,917.25,949.00,917.10,944.05,1074000,926.9487
2015-06-30,927.55,929.55,911.00,919.75,1987400,903.0889
2015-06-29,932.00,949.45,919.40,928.40,1168300,911.5822
2015-06-26,927.00,960.00,927.00,957.25,1585100,939.9096
2015-06-25,930.00,933.05,913.80,926.10,1551200,909.3239
2015-06-24,929.00,943.90,928.50,938.10,1308600,921.1065
2015-06-23,939.70,949.35,925.25,927.45,1100100,910.6494
2015-06-22,919.20,935.50,912.00,931.55,825500,914.6751
2015-06-19,915.05,937.50,913.75,918.20,1781800,901.567
2015-06-18,915.40,920.55,904.20,913.75,1318700,897.1976
2015-06-17,910.15,918.60,899.60,906.30,1250800,889.8825
2015-06-16,909.70,911.65,898.40,906.30,889100,889.8825
2015-06-15,899.00,922.85,891.00,908.05,858600,891.6008
2015-06-12,913.90,913.90,882.75,896.35,1846500,880.1128
2015-06-11,940.05,944.95,910.50,914.80,1820600,898.2286
2015-06-10,915.00,946.00,909.75,942.55,2586100,925.4759
2015-06-09,915.05,925.00,901.25,911.40,1221200,894.8902
2015-06-08,919.00,928.00,912.95,918.95,1489400,902.3034
2015-06-05,941.00,948.90,925.50,929.00,1500300,912.1713
2015-06-04,942.10,948.80,934.30,940.65,1553700,923.6103
2015-06-03,955.25,966.00,932.45,952.30,1809900,935.0493
2015-06-02,977.00,986.90,946.70,952.70,1165700,935.442
2015-06-01,992.80,998.50,969.25,973.30,1152200,955.6688
2015-05-29,976.00,1044.95,962.00,1010.75,5679300,992.4405
2015-05-28,986.10,996.65,958.50,980.10,1668600,962.3457
2015-05-27,990.00,1004.95,984.30,991.50,1472700,973.5392
2015-05-26,999.75,1007.00,985.50,993.50,1231000,975.5029
2015-05-25,985.00,1010.00,973.25,999.15,1645600,981.0506
2015-05-22,963.25,988.00,957.45,984.15,1497800,966.3223
2015-05-21,963.95,973.95,960.00,970.25,1046300,952.6741
2015-05-20,941.00,963.75,939.25,960.10,1536700,942.708
2015-05-19,930.00,936.75,920.00,934.15,1294400,917.2281
2015-05-18,917.50,933.50,901.90,930.55,1507000,913.6933
2015-05-15,925.00,934.80,907.50,913.90,1702800,897.3449
2015-05-14,938.80,942.00,918.00,925.30,1126200,908.5384
2015-05-13,916.00,944.00,916.00,937.30,1387400,920.321
2015-05-12,942.00,943.45,910.50,915.65,1232300,899.0632
2015-05-11,934.50,949.50,923.40,941.90,1796100,924.8377
2015-05-08,927.45,948.75,915.95,925.50,1789600,908.7347
2015-05-07,896.10,924.95,880.10,920.75,1819900,904.0708
2015-05-06,907.05,925.80,880.20,891.15,2297600,875.007
2015-05-05,923.00,929.00,905.15,911.95,1729700,895.4302
2015-05-04,880.55,926.75,865.80,919.80,1676200,903.138
2015-05-01,880.55,880.55,880.55,880.55,000,864.599
2015-04-30,882.10,888.00,862.50,880.55,3669200,864.599
2015-04-29,870.50,893.20,858.45,887.20,2038000,871.1286
2015-04-28,878.65,883.75,854.35,870.50,2901800,854.7311
2015-04-27,896.05,905.95,874.00,883.20,1894600,867.201
2015-04-24,891.00,912.80,887.40,896.95,3203200,880.7019
2015-04-23,882.80,907.00,882.25,895.00,3195600,874.8597
2015-04-22,884.50,891.90,863.10,877.30,3967300,857.558
2015-04-21,840.80,920.00,835.10,890.65,7298100,870.6076
2015-04-20,945.00,947.70,912.55,924.30,1611500,903.5003
2015-04-17,948.00,950.70,934.45,940.10,1569100,918.9448
2015-04-16,949.00,957.90,933.50,954.25,1028600,932.7764
2015-04-15,978.00,978.00,938.75,944.50,1549200,923.2458
2015-04-14,976.05,976.05,976.05,976.05,000,954.0858
2015-04-13,967.90,978.50,955.00,976.05,1549500,954.0858
2015-04-10,959.30,977.70,956.00,967.25,1418700,945.4838
2015-04-09,969.00,969.00,941.00,964.15,1337000,942.4536
2015-04-08,944.95,969.00,940.00,958.85,1793600,937.2728
2015-04-07,939.80,956.00,927.45,934.55,2174000,913.5197
2015-04-06,933.00,939.00,912.15,932.05,3864300,911.0759
2015-04-03,940.85,940.85,940.85,940.85,000,919.6779
2015-04-02,940.85,940.85,940.85,940.85,000,919.6779
2015-04-01,947.00,963.00,935.00,940.85,4140500,919.6779
2015-03-31,980.00,984.05,967.00,980.40,1863300,958.3379
2015-03-30,966.00,986.20,956.50,980.45,1637500,958.3868
2015-03-27,983.40,1003.00,954.90,962.85,2140100,941.1828
2015-03-26,1006.00,1010.00,978.10,987.40,3524000,965.1804
2015-03-25,972.00,1017.80,969.10,1007.15,3759200,984.486
2015-03-24,969.00,979.00,960.35,970.35,2649300,948.5141
2015-03-23,980.55,987.60,961.75,968.40,1948500,946.608
2015-03-20,979.95,985.00,965.75,979.90,3135500,957.8492
2015-03-19,990.00,1006.40,972.00,979.65,5081600,957.6048
2015-03-18,1020.00,1026.38,997.525,1003.28,9463900,490.3515
2015-03-17,1033.40,1034.45,1016.50,1019.55,5003700,498.3035
2015-03-16,1010.00,1033.00,1007.00,1028.50,3968900,502.6778
2015-03-13,1029.40,1029.50,990.525,1006.30,3184400,491.8275
2015-03-12,2065.00,2079.30,2042.24,2052.70,2440200,1003.2539
2015-03-11,2060.00,2116.8999,2035.5601,2059.0601,5037100,1006.3624
2015-03-10,2055.00,2069.00,2028.00,2044.16,2712700,999.08
2015-03-09,2056.76,2074.8999,2011.00,2065.70,3277800,1009.6076
2015-03-06,2065.00,2065.00,2065.00,2065.00,000,1009.2655
2015-03-05,2036.00,2074.8999,2035.9399,2065.00,1724300,1009.2655
2015-03-04,2037.00,2051.70,2020.00,2036.00,1715100,995.0918
2015-03-03,2031.00,2044.90,1985.05,2031.20,2153300,992.7458
2015-03-02,2040.90,2040.90,2000.34,2024.84,2049100,989.6374
2015-02-27,1989.00,2025.66,1975.45,2022.00,2404400,988.2493
2015-02-26,1983.00,2008.00,1964.95,1975.45,2078300,965.4981
2015-02-25,1989.50,1993.60,1971.80,1983.20,1138100,969.2859
2015-02-24,1971.00,1998.80,1955.65,1976.05,1821500,965.7914
2015-02-23,2000.00,2027.70,1958.45,1971.00,1333100,963.3232
2015-02-20,2050.00,2055.00,1996.10,2000.76,1334200,977.8683
2015-02-19,2030.00,2054.70,2020.00,2048.1399,2068400,1001.0252
2015-02-18,1991.55,2040.00,1987.55,2033.16,3163900,993.7038
2015-02-17,1984.85,1984.85,1984.85,1984.85,000,970.0923
2015-02-16,1995.05,2008.00,1980.60,1984.85,1512400,970.0923
2015-02-13,1990.00,2004.00,1976.80,1992.95,1643000,974.0512
2015-02-12,1950.00,1990.00,1949.00,1984.40,2182600,969.8724
2015-02-11,1939.70,1967.00,1921.20,1955.70,1071200,955.8453
2015-02-10,1985.00,1987.85,1925.00,1933.35,2893200,944.9218
2015-02-09,1941.00,2009.50,1931.30,1994.30,2335200,974.711
2015-02-06,1970.00,1997.00,1945.30,1954.70,2011900,955.3565
2015-02-05,1900.00,1980.85,1886.95,1972.65,4247400,964.1296
2015-02-04,1900.00,1910.00,1885.55,1900.35,2469900,928.7931
2015-02-03,1910.00,1915.00,1871.00,1900.25,4221100,920.9243
2015-02-02,1800.00,1900.00,1798.05,1891.00,5044800,916.4414
2015-01-30,1810.00,1820.00,1753.15,1791.75,10707600,868.3415
2015-01-29,1658.00,1662.70,1608.90,1648.95,2375700,799.1359
2015-01-28,1610.00,1665.75,1610.00,1659.40,2086600,804.2004
2015-01-27,1648.90,1648.90,1607.55,1616.35,2230800,783.3369
2015-01-26,1646.65,1646.65,1646.65,1646.65,000,798.0213
2015-01-23,1663.10,1668.90,1631.30,1646.65,2341500,798.0213
2015-01-22,1688.00,1693.05,1657.00,1665.70,1884500,807.2535
2015-01-21,1661.20,1692.00,1641.00,1687.25,3770500,817.6974
2015-01-20,1662.50,1679.25,1649.70,1672.15,1549600,810.3794
2015-01-19,1650.00,1730.00,1639.80,1644.65,1667900,797.052
2015-01-16,1594.00,1644.10,1575.55,1639.00,1592600,794.3138
2015-01-15,1594.95,1618.45,1552.45,1593.25,1829400,772.1419
2015-01-14,1595.90,1598.80,1550.30,1578.80,2066600,765.1389
2015-01-13,1575.55,1594.95,1563.35,1583.60,1458000,767.4651
2015-01-12,1555.10,1579.00,1540.70,1575.55,1330800,763.5639
2015-01-09,1536.65,1583.65,1522.90,1545.55,3082200,749.0249
2015-01-08,1517.00,1540.00,1495.00,1534.30,1953000,743.5728
2015-01-07,1539.50,1548.00,1492.70,1499.60,1770200,726.7559
2015-01-06,1574.00,1574.40,1522.65,1536.10,1735200,744.4451
2015-01-05,1615.00,1615.00,1568.70,1578.25,1006300,764.8724
2015-01-02,1602.05,1618.95,1600.05,1605.25,466600,777.9575
2015-01-01,1599.00,1611.65,1585.60,1606.80,668200,778.7087
2014-12-31,1589.00,1609.80,1563.80,1596.90,1454600,773.9108
2014-12-30,1576.00,1595.85,1570.45,1589.10,650800,770.1306
2014-12-29,1576.00,1587.50,1570.05,1580.05,601900,765.7447
2014-12-26,1541.55,1567.80,1522.00,1564.65,1053300,758.2814
2014-12-25,1539.70,1539.70,1539.70,1539.70,000,746.1897
2014-12-24,1539.50,1563.80,1415.00,1539.70,4050100,746.1897
2014-12-23,1578.50,1584.15,1522.00,1537.35,2015200,745.0508
2014-12-22,1584.05,1594.90,1564.80,1588.50,819500,769.8398
2014-12-19,1564.30,1601.00,1545.55,1589.20,2025700,770.1791
2014-12-18,1545.00,1562.00,1520.10,1554.25,1742500,753.2412
2014-12-17,1559.90,1560.00,1510.00,1539.40,2177400,746.0444
2014-12-16,1472.00,1566.45,1472.00,1558.90,2171000,755.4947
2014-12-15,1499.90,1506.70,1450.00,1485.30,2320600,719.8257
2014-12-12,1550.10,1565.85,1506.00,1512.50,2182300,733.0077
2014-12-11,1561.00,1579.85,1543.20,1552.05,1515400,752.175
2014-12-10,1565.00,1580.00,1546.70,1572.55,1287000,762.11
2014-12-09,1562.80,1576.15,1546.30,1560.70,2391700,756.367
2014-12-08,1591.10,1594.00,1540.00,1559.50,2566300,755.7855
2014-12-05,1627.95,1628.00,1592.00,1596.80,2785900,773.8623
2014-12-04,1648.60,1659.85,1616.60,1623.85,1394500,786.9716
2014-12-03,1657.50,1661.00,1631.35,1654.60,1309700,801.8741
2014-12-02,1660.00,1675.00,1638.05,1641.30,737200,795.4285
2014-12-01,1665.00,1689.80,1650.00,1671.15,1247200,809.8948
2014-11-28,1670.00,1678.40,1644.70,1662.35,936100,805.63
2014-11-27,1635.00,1674.75,1623.00,1664.35,1931000,806.5993
2014-11-26,1641.60,1651.05,1616.00,1633.15,1613400,791.4787
2014-11-25,1680.00,1697.00,1620.10,1657.55,1856900,803.3038
2014-11-24,1643.00,1689.50,1638.35,1673.25,1521600,810.9125
2014-11-21,1656.00,1656.00,1630.10,1642.65,1097400,796.0827
2014-11-20,1640.00,1652.00,1622.20,1649.00,1299200,799.1602
2014-11-19,1600.05,1635.00,1600.05,1631.15,1132200,790.5095
2014-11-18,1625.00,1625.00,1598.00,1600.70,1246700,775.7524
2014-11-17,1615.90,1623.90,1598.35,1619.65,1575900,784.9362
2014-11-14,1622.10,1650.00,1606.00,1610.70,1942900,780.5987
2014-11-13,1604.95,1647.00,1588.15,1639.50,1672400,794.5561
2014-11-12,1619.80,1619.80,1591.40,1600.50,2059900,775.6554
2014-11-11,1607.00,1627.00,1605.00,1615.50,1124700,782.9249
2014-11-10,1618.65,1626.00,1585.00,1617.55,1440200,783.9185
2014-11-07,1601.25,1624.95,1601.25,1618.65,2462100,784.4516
2014-11-06,1605.00,1605.00,1605.00,1605.00,000,777.8363
2014-11-05,1571.00,1611.00,1552.00,1605.00,2260700,777.8363
2014-11-04,1570.80,1570.80,1570.80,1570.80,000,761.2619
2014-11-03,1615.00,1628.30,1566.10,1570.80,2244800,761.2619
2014-10-31,1588.00,1624.65,1583.85,1608.40,1690500,779.4841
2014-10-30,1517.95,1587.60,1517.95,1576.75,3731400,764.1454
2014-10-29,1495.35,1519.00,1495.35,1512.00,2631000,732.7654
2014-10-28,1491.05,1511.00,1480.00,1501.15,2277300,727.5072
2014-10-27,1538.00,1538.00,1487.00,1496.75,3817600,725.3748
2014-10-24,1513.25,1513.25,1513.25,1513.25,000,733.3712
2014-10-23,1513.25,1513.25,1513.25,1513.25,000,733.3712
2014-10-22,1520.30,1523.95,1502.00,1513.25,1324000,733.3712
2014-10-21,1497.00,1514.00,1485.05,1505.10,2990100,729.4214
2014-10-20,1530.00,1535.00,1480.00,1496.35,4343200,719.3653
2014-10-17,1585.00,1593.15,1497.30,1505.50,8642000,723.7641
2014-10-16,1722.70,1740.50,1648.05,1655.85,2566400,796.0444
2014-10-15,1723.00,1723.00,1723.00,1723.00,000,828.3265
2014-10-14,1732.70,1754.40,1716.60,1723.00,1424900,828.3265
2014-10-13,1741.90,1768.25,1721.50,1755.80,1809300,844.0951
2014-10-10,1700.10,1743.00,1686.95,1737.50,2075000,835.2974
2014-10-09,1681.00,1710.00,1671.00,1695.50,1084600,815.106
2014-10-08,1725.10,1744.55,1665.00,1673.10,2154100,804.3373
2014-10-07,1716.50,1776.25,1716.50,1729.20,2408200,831.3071
2014-10-06,1740.15,1740.15,1740.15,1740.15,000,836.5714
2014-10-03,1740.15,1740.15,1740.15,1740.15,000,836.5714
2014-10-02,1740.15,1740.15,1740.15,1740.15,000,836.5714
2014-10-01,1720.00,1755.50,1713.35,1740.15,3218500,836.5714
2014-09-30,1714.00,1724.00,1706.05,1714.75,1700200,824.3604
2014-09-29,1715.85,1727.45,1700.40,1706.00,1360000,820.1538
2014-09-26,1719.80,1725.00,1691.20,1714.00,1550400,823.9998
2014-09-25,1710.40,1730.00,1694.65,1708.45,1559600,821.3317
2014-09-24,1725.00,1735.00,1703.75,1709.40,1106600,821.7884
2014-09-23,1700.00,1735.00,1696.80,1724.45,3387500,829.0236
2014-09-22,1670.85,1702.85,1655.00,1699.35,965100,816.9569
2014-09-19,1640.00,1711.00,1634.05,1673.55,4392000,804.5536
2014-09-18,1626.00,1652.30,1610.30,1636.90,1428600,786.9343
2014-09-17,1600.85,1635.00,1600.80,1626.55,1207700,781.9585
2014-09-16,1605.10,1637.80,1594.90,1605.55,1115800,771.8629
2014-09-15,1622.05,1625.00,1605.40,1609.70,1362800,773.8579
2014-09-12,1634.00,1638.00,1612.70,1621.00,1545600,779.2904
2014-09-11,1644.80,1654.80,1621.35,1637.70,1280800,787.3188
2014-09-10,1635.00,1655.90,1628.30,1635.00,866400,786.0208
2014-09-09,1670.00,1672.00,1636.10,1640.80,1025100,788.8092
2014-09-08,1674.85,1683.05,1653.40,1666.25,1045200,801.0442
2014-09-05,1665.90,1671.95,1651.00,1664.30,1132900,800.1067
2014-09-04,1668.75,1673.85,1652.55,1661.05,1162000,798.5443
2014-09-03,1650.00,1672.00,1642.75,1658.00,2526200,797.078
