Date,Open,High,Low,Close,Volume,Adj Close
2016-04-18,1065.80,1066.80,1055.40,1064.75,4358100,1064.75
2016-04-15,1066.05,1066.05,1066.05,1066.05,000,1066.05
2016-04-14,1066.05,1066.05,1066.05,1066.05,000,1066.05
2016-04-13,1052.55,1069.90,1052.55,1066.05,3666100,1066.05
2016-04-12,1040.30,1057.45,1038.05,1047.40,2552000,1047.40
2016-04-11,1037.00,1045.50,1033.00,1040.30,2356300,1040.30
2016-04-08,1035.90,1054.45,1031.20,1036.35,3065700,1036.35
2016-04-07,1034.90,1048.00,1022.10,1037.25,2009000,1037.25
2016-04-06,1032.10,1036.70,1022.60,1033.75,1597900,1033.75
2016-04-05,1031.35,1042.40,1022.20,1026.95,2345100,1026.95
2016-04-04,1040.00,1042.20,1025.30,1035.05,1973200,1035.05
2016-04-01,1039.10,1046.30,1025.00,1034.45,2830100,1034.45
2016-03-31,1041.00,1056.00,1032.70,1045.20,7047900,1045.20
2016-03-30,1042.70,1051.75,1042.70,1047.05,3303700,1047.05
2016-03-29,1023.80,1042.00,1020.20,1036.25,3627900,1036.25
2016-03-28,1030.00,1031.70,1015.65,1020.40,4130500,1020.40
2016-03-25,1029.20,1029.20,1029.20,1029.20,000,1029.20
2016-03-24,1029.20,1029.20,1029.20,1029.20,000,1029.20
2016-03-23,1046.90,1046.90,1022.40,1029.20,3841600,1029.20
2016-03-22,1037.00,1052.25,1035.65,1047.85,3504900,1047.85
2016-03-21,1027.95,1041.50,1022.75,1037.30,2904800,1037.30
2016-03-18,1018.25,1030.15,1015.70,1027.20,3207200,1027.20
2016-03-17,1027.00,1036.90,1012.00,1016.00,3847700,1016.00
2016-03-16,1021.00,1025.80,1005.45,1021.75,2529000,1011.25
2016-03-15,1024.00,1027.85,1015.10,1020.50,2397300,1010.0128
2016-03-14,1019.10,1026.40,1012.95,1019.75,2715500,1009.2705
2016-03-11,1014.90,1029.55,1010.60,1014.50,3501600,1004.0745
2016-03-10,1042.05,1045.90,1009.00,1011.75,4733100,1001.3528
2016-03-09,1020.00,1043.90,1018.60,1041.70,2709800,1030.9949
2016-03-08,1007.50,1030.90,1007.50,1027.00,3022500,1016.446
2016-03-07,1006.40,1006.40,1006.40,1006.40,000,996.0578
2016-03-04,1014.00,1015.00,1003.50,1006.40,2054400,996.0578
2016-03-03,1010.00,1018.00,997.50,1012.85,3630000,1002.4414
2016-03-02,992.90,1005.75,987.25,1001.50,4595800,991.2081
2016-03-01,964.70,985.05,964.65,981.30,3760900,971.2157
2016-02-29,951.30,994.60,935.00,966.65,7093400,956.7162
2016-02-26,953.00,958.75,944.30,950.35,1908500,940.5837
2016-02-25,954.20,956.55,940.85,944.10,5675000,934.3979
2016-02-24,944.90,958.55,942.00,952.65,3471300,942.8601
2016-02-23,963.10,967.20,942.75,949.65,4340700,939.8909
2016-02-22,944.10,968.30,944.10,962.30,2919100,952.4109
2016-02-19,940.00,952.75,937.35,944.35,2339600,934.6454
2016-02-18,962.95,968.70,936.00,940.10,3299100,930.439
2016-02-17,935.10,957.45,916.40,952.60,3529800,942.8106
2016-02-16,951.10,958.00,927.00,930.55,2977200,920.9872
2016-02-15,918.00,951.35,918.00,946.75,4407800,937.0207
2016-02-12,933.90,933.90,888.10,906.55,6701900,897.2338
2016-02-11,962.85,965.95,915.50,924.55,3912100,915.0489
2016-02-10,951.70,973.00,948.65,962.65,3859200,952.7574
2016-02-09,952.90,968.80,950.00,957.50,4481000,947.6603
2016-02-08,971.10,984.80,957.95,961.05,2760800,951.1738
2016-02-05,979.10,982.00,961.40,970.90,4799800,960.9226
2016-02-04,988.00,1001.00,965.70,973.05,4161000,963.0504
2016-02-03,988.00,994.00,975.00,981.40,3586800,971.3147
2016-02-02,1030.30,1032.80,990.50,1001.15,3376400,990.8617
2016-02-01,1039.95,1041.80,1025.55,1030.30,2267200,1019.7122
2016-01-29,1018.95,1040.00,1018.00,1035.40,4383500,1024.7597
2016-01-28,1001.00,1021.80,997.10,1016.90,5274400,1006.4499
2016-01-27,1008.10,1010.00,996.95,999.35,3943200,989.0802
2016-01-26,1003.95,1003.95,1003.95,1003.95,000,993.6329
2016-01-25,1010.00,1018.75,1000.00,1003.95,2994300,993.6329
2016-01-22,994.05,1011.00,994.05,1004.15,5413400,993.8309
2016-01-21,1017.55,1025.75,976.70,984.20,7261700,974.0859
2016-01-20,1034.90,1034.90,990.00,1004.55,10312300,994.2267
2016-01-19,1029.00,1049.80,1014.10,1043.60,4912000,1032.8754
2016-01-18,1075.00,1083.95,1008.10,1016.85,6229900,1006.4003
2016-01-15,1069.75,1089.50,1065.60,1073.30,6575700,1062.2703
2016-01-14,1063.85,1081.00,1053.05,1061.65,6359900,1050.74
2016-01-13,1053.10,1089.75,1047.20,1076.85,16412800,1065.7837
2016-01-12,1055.00,1065.40,1041.10,1045.45,5342700,1034.7064
2016-01-11,1015.95,1060.80,1011.00,1051.60,6632600,1040.7932
2016-01-08,1020.00,1032.90,1016.70,1025.75,4871800,1015.2089
2016-01-07,1021.05,1028.00,1008.05,1013.25,4512200,1002.8373
2016-01-06,1007.60,1038.40,1000.40,1032.20,6116800,1021.5926
2016-01-05,1000.30,1010.00,997.00,1005.15,3416400,994.8206
2016-01-04,1005.00,1013.80,986.70,995.30,6896500,985.0718
2016-01-01,1009.80,1018.90,1008.20,1015.35,1238100,1004.9157
2015-12-31,1003.40,1019.70,999.10,1014.60,4225000,1004.1734
2015-12-30,1015.00,1016.00,1002.00,1004.50,1863300,994.1773
