Date,Open,High,Low,Close,Volume,Adj Close
2016-04-13,7777.149902,7864.799805,7772.200195,7850.450195,220400,7850.450195
2016-04-12,7669.25,7717.399902,7663.350098,7708.950195,163400,7708.950195
2016-04-11,7577.799805,7678.799805,7516.850098,7671.399902,179800,7671.399902
2016-04-08,7542.350098,7569.350098,7526.700195,7555.200195,143400,7555.200195
2016-04-07,7630.399902,7630.75,7535.850098,7546.450195,234400,7546.450195
2016-04-06,7636.049805,7638.649902,7591.75,7614.350098,165600,7614.350098
2016-04-05,7736.299805,7736.299805,7588.649902,7603.200195,203800,7603.200195
2016-04-04,7733.149902,7764.450195,7704.399902,7758.799805,155500,7758.799805
2016-04-01,7718.049805,7740.149902,7666.100098,7713.049805,183900,7713.049805
2016-03-31,7727.649902,7777.600098,7702.00,7738.399902,380100,7738.399902
2016-03-30,7651.100098,7741.950195,7643.450195,7735.200195,232600,7735.200195
2016-03-29,7606.549805,7652.899902,7582.25,7597.00,216800,7597.00
2016-03-28,7741.00,7749.399902,7587.700195,7615.100098,242400,7615.100098
2016-03-23,7717.450195,7726.850098,7670.600098,7716.50,199600,7716.50
2016-03-22,7695.549805,7728.200195,7643.799805,7714.899902,208900,7714.899902
2016-03-21,7619.200195,7713.549805,7617.700195,7704.25,196800,7704.25
2016-03-18,7534.649902,7613.600098,7517.899902,7604.350098,237400,7604.350098
2016-03-17,7557.399902,7585.299805,7479.399902,7512.549805,239600,7512.549805
2016-03-16,7457.049805,7508.00,7405.149902,7498.75,195400,7498.75
2016-03-15,7535.850098,7545.200195,7452.799805,7460.600098,193700,7460.600098
2016-03-14,7542.600098,7583.700195,7515.049805,7538.75,166900,7538.75
2016-03-11,7484.850098,7543.950195,7460.600098,7510.200195,198700,7510.200195
2016-03-10,7545.350098,7547.100098,7447.399902,7486.149902,224700,7486.149902
2016-03-09,7436.100098,7539.00,7424.299805,7531.799805,245100,7531.799805
2016-03-08,7486.399902,7527.149902,7442.149902,7485.299805,257000,7485.299805
2016-03-04,7505.399902,7505.899902,7444.100098,7485.350098,281700,7485.350098
2016-03-03,7429.549805,7483.950195,7406.049805,7475.600098,278600,7475.600098
2016-03-02,7321.700195,7380.350098,7308.149902,7368.850098,338500,7368.850098
2016-03-01,7038.25,7235.50,7035.100098,7222.299805,275100,7222.299805
2016-02-29,7050.450195,7094.600098,6825.799805,6987.049805,473400,6987.049805
2016-02-26,7039.299805,7052.899902,6985.100098,7029.75,206700,7029.75
2016-02-25,7029.850098,7034.200195,6961.399902,6970.600098,283100,6970.600098
2016-02-24,7075.00,7090.799805,7009.75,7018.700195,199700,7018.700195
2016-02-23,7240.299805,7241.700195,7090.700195,7109.549805,194400,7109.549805
2016-02-22,7208.850098,7252.399902,7200.700195,7234.549805,154400,7234.549805
2016-02-19,7170.549805,7226.850098,7145.950195,7210.75,192300,7210.75
2016-02-18,7177.399902,7215.100098,7127.850098,7191.75,246700,7191.75
2016-02-17,7058.850098,7123.700195,6960.649902,7108.450195,260000,7108.450195
2016-02-16,7201.25,7204.649902,7037.700195,7048.25,253800,7048.25
2016-02-15,7057.350098,7182.799805,7056.799805,7162.950195,354200,7162.950195
2016-02-12,7023.649902,7034.799805,6869.00,6980.950195,333900,6980.950195
2016-02-11,7203.600098,7208.649902,6959.950195,6976.350098,292300,6976.350098
2016-02-10,7264.299805,7271.850098,7177.75,7215.700195,246900,7215.700195
2016-02-09,7303.950195,7323.450195,7275.149902,7298.200195,212100,7298.200195
2016-02-08,7489.700195,7512.549805,7363.200195,7387.25,171500,7387.25
2016-02-05,7418.25,7503.149902,7406.649902,7489.100098,249800,7489.100098
2016-02-04,7411.450195,7457.049805,7365.950195,7404.00,222700,7404.00
2016-02-03,7392.450195,7419.399902,7350.299805,7361.799805,192000,7361.799805
2016-02-02,7566.649902,7576.299805,7428.049805,7455.549805,230200,7455.549805
2016-02-01,7589.50,7600.450195,7541.25,7555.950195,200400,7555.950195
2016-01-29,7413.350098,7575.649902,7402.799805,7563.549805,298700,7563.549805
2016-01-28,7426.50,7468.850098,7409.600098,7424.649902,274500,7424.649902
2016-01-27,7469.600098,7477.899902,7419.700195,7437.75,187600,7437.75
2016-01-25,7468.75,7487.149902,7421.200195,7436.149902,163156900,7436.149902
2016-01-22,7355.700195,7433.399902,7327.600098,7422.450195,229200,7422.450195
2016-01-21,7376.649902,7398.700195,7250.00,7276.799805,240700,7276.799805
2016-01-20,7357.00,7470.899902,7241.50,7309.299805,225600,7309.299805
2016-01-19,7381.799805,7462.75,7364.149902,7435.100098,188300,7435.100098
2016-01-18,7420.350098,7463.649902,7336.399902,7351.00,233600,7351.00
2016-01-15,7561.649902,7566.50,7427.299805,7437.799805,197500,7437.799805
2016-01-14,7467.399902,7604.799805,7443.799805,7536.799805,200800,7536.799805
2016-01-13,7557.899902,7590.950195,7425.799805,7562.399902,215200,7562.399902
2016-01-12,7587.200195,7588.299805,7487.799805,7510.299805,163900,7510.299805
2016-01-11,7527.450195,7605.100098,7494.350098,7563.850098,189000,7563.850098
2016-01-08,7611.649902,7634.100098,7581.049805,7601.350098,157400,7601.350098
2016-01-07,7673.350098,7674.950195,7556.600098,7568.299805,188900,7568.299805
2016-01-06,7788.049805,7800.950195,7721.200195,7741.00,147100,7741.00
2016-01-05,7828.399902,7831.200195,7763.25,7784.649902,145200,7784.649902
2016-01-04,7924.549805,7937.549805,7781.100098,7791.299805,134700,7791.299805
2015-12-31,7897.799805,7955.549805,7891.149902,7946.350098,150900,7946.350098
2015-12-30,7938.600098,7944.75,7889.850098,7896.25,106800,7896.25
2015-12-29,7929.200195,7942.149902,7902.75,7928.950195,113000,7928.950195
2015-12-28,7863.200195,7937.200195,7863.00,7925.149902,122900,7925.149902
2015-12-24,7888.75,7888.75,7835.50,7861.049805,93500,7861.049805
2015-12-23,7830.450195,7871.450195,7826.100098,7865.950195,117900,7865.950195
2015-12-22,7829.399902,7846.299805,7776.850098,7786.100098,125700,7786.100098
2015-12-21,7745.649902,7840.75,7733.450195,7834.450195,126300,7834.450195
2015-12-18,7828.899902,7836.149902,7753.350098,7761.950195,191400,7761.950195
2015-12-17,7783.049805,7852.899902,7737.549805,7844.350098,175900,7844.350098
2015-12-16,7725.25,7776.600098,7715.75,7750.899902,154300,7750.899902
2015-12-15,7659.149902,7705.00,7625.100098,7700.899902,134300,7700.899902
2015-12-14,7558.200195,7663.950195,7551.049805,7650.049805,148900,7650.049805
2015-12-11,7699.600098,7703.049805,7575.299805,7610.450195,167800,7610.450195
2015-12-10,7643.299805,7691.950195,7610.00,7683.299805,140800,7683.299805
2015-12-09,7695.50,7702.850098,7606.899902,7612.50,140000,7612.50
2015-12-08,7738.50,7771.25,7685.450195,7701.700195,135100,7701.700195
2015-12-07,7816.549805,7825.399902,7746.049805,7765.399902,137600,7765.399902
2015-12-04,7817.600098,7821.399902,7775.700195,7781.899902,152500,7781.899902
2015-12-03,7902.299805,7912.299805,7853.299805,7864.149902,125700,7864.149902
2015-12-02,7976.700195,7979.299805,7910.799805,7931.350098,126300,7931.350098
2015-12-01,7958.149902,7972.149902,7934.149902,7954.899902,138600,7954.899902
2015-11-30,7936.25,7966.00,7922.799805,7935.25,216300,7935.25
2015-11-27,7910.600098,7959.299805,7879.450195,7942.700195,150300,7942.700195
2015-11-26,7837.149902,7897.100098,7832.00,7883.799805,219800,7883.799805
2015-11-24,7837.00,7870.350098,7812.649902,7831.600098,130600,7831.600098
2015-11-23,7869.50,7877.50,7825.200195,7849.25,127000,7849.25
2015-11-20,7841.899902,7906.950195,7817.799805,7856.549805,151900,7856.549805
2015-11-19,7788.50,7854.899902,7765.450195,7842.75,132600,7842.75
2015-11-18,7823.149902,7843.399902,7725.049805,7731.799805,143600,7731.799805
2015-11-17,7848.75,7860.450195,7793.00,7837.549805,145000,7837.549805
2015-11-16,7732.950195,7838.850098,7714.149902,7806.600098,149500,7806.600098
2015-11-13,7762.450195,7775.100098,7730.899902,7762.25,160900,7762.25
2015-11-11,7838.799805,7847.950195,7819.100098,7825.00,21700,7825.00
2015-11-10,7877.600098,7885.100098,7772.850098,7783.350098,165200,7783.350098
2015-11-09,7788.25,7937.75,7771.700195,7915.200195,211800,7915.200195
2015-11-06,7956.549805,8002.649902,7926.149902,7954.299805,219500,7954.299805
2015-11-05,8030.350098,8031.200195,7944.100098,7955.450195,132100,7955.450195
2015-11-04,8104.899902,8116.100098,8027.299805,8040.200195,122100,8040.200195
2015-11-03,8086.350098,8100.350098,8031.75,8060.700195,132500,8060.700195
2015-11-02,8054.549805,8060.700195,7995.600098,8050.799805,136100,8050.799805
2015-10-30,8123.549805,8146.100098,8044.399902,8065.799805,199500,8065.799805
2015-10-29,8175.450195,8179.600098,8098.00,8111.75,217500,8111.75
2015-10-28,8188.899902,8209.099609,8131.799805,8171.200195,188900,8171.200195
2015-10-27,8230.349609,8241.950195,8217.049805,8232.900391,156700,8232.900391
2015-10-26,8333.650391,8336.299805,8252.049805,8260.549805,133900,8260.549805
2015-10-23,8308.25,8328.099609,8280.75,8295.450195,152000,8295.450195
2015-10-21,8258.349609,8294.400391,8217.150391,8251.700195,144800,8251.700195
2015-10-20,8280.299805,8294.049805,8229.200195,8261.650391,155100,8261.650391
2015-10-19,8262.549805,8283.049805,8239.200195,8275.049805,124500,8275.049805
2015-10-16,8193.650391,8246.400391,8147.649902,8238.150391,156400,8238.150391
2015-10-15,8134.350098,8190.549805,8129.799805,8179.50,167200,8179.50
2015-10-14,8102.399902,8139.299805,8096.350098,8107.899902,138900,8107.899902
2015-10-13,8121.950195,8150.25,8088.600098,8131.700195,145900,8131.700195
2015-10-12,8231.50,8244.50,8128.200195,8143.600098,199100,8143.600098
2015-10-09,8186.350098,8232.200195,8139.649902,8189.700195,199700,8189.700195
2015-10-08,8196.75,8196.75,8105.850098,8129.350098,171700,8129.350098
2015-10-07,8146.200195,8188.899902,8132.899902,8177.399902,193900,8177.399902
2015-10-06,8180.450195,8180.950195,8096.50,8152.899902,178500,8152.899902
2015-10-05,8005.100098,8128.899902,8005.100098,8119.299805,183100,8119.299805
2015-10-01,7992.049805,8008.25,7930.649902,7950.899902,156900,7950.899902
2015-09-30,7924.25,7957.700195,7874.50,7948.899902,210700,7948.899902
2015-09-29,7725.700195,7926.549805,7691.200195,7843.299805,240700,7843.299805
2015-09-28,7892.799805,7893.950195,7787.950195,7795.700195,136300,7795.700195
2015-09-24,7838.399902,7894.50,7804.100098,7868.50,202500,7868.50
2015-09-23,7737.350098,7882.899902,7723.25,7845.950195,146700,7845.950195
2015-09-22,8014.799805,8021.600098,7787.75,7812.00,168400,7812.00
2015-09-21,7911.50,7987.899902,7908.350098,7977.100098,121800,7977.100098
2015-09-18,7967.450195,8055.00,7955.850098,7981.899902,241800,7981.899902
2015-09-16,7886.850098,7913.899902,7853.299805,7899.149902,140000,7899.149902
2015-09-15,7867.350098,7880.00,7799.75,7829.100098,136500,7829.100098
2015-09-14,7811.100098,7879.950195,7761.850098,7872.25,122800,7872.25
2015-09-11,7833.799805,7864.850098,7759.899902,7789.299805,136400,7789.299805
2015-09-10,7729.049805,7819.850098,7678.50,7788.100098,160300,7788.100098
2015-09-09,7805.850098,7846.049805,7764.549805,7818.600098,208400,7818.600098
2015-09-08,7587.700195,7720.899902,7539.50,7688.25,172200,7688.25
2015-09-07,7685.850098,7705.049805,7545.899902,7558.799805,141400,7558.799805
2015-09-04,7803.399902,7804.899902,7626.850098,7655.049805,193600,7655.049805
2015-09-03,7774.450195,7845.600098,7754.049805,7823.00,155800,7823.00
2015-09-02,7856.649902,7862.549805,7699.25,7717.00,215300,7717.00
2015-09-01,7907.950195,7929.100098,7746.50,7785.850098,184900,7785.850098
2015-08-31,8009.25,8043.600098,7947.950195,7971.299805,198200,7971.299805
2015-08-28,8053.700195,8091.799805,7961.649902,8001.950195,195600,8001.950195
2015-08-27,7921.600098,7963.600098,7862.299805,7948.950195,305000,7948.950195
2015-08-26,7865.25,7930.049805,7777.100098,7791.850098,216600,7791.850098
2015-08-25,7895.399902,7925.399902,7667.25,7880.700195,299100,7880.700195
2015-08-24,8055.950195,8060.049805,7769.399902,7809.00,312400,7809.00
2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,201300,8299.950195
2015-08-20,8471.049805,8501.349609,8359.75,8372.75,184100,8372.75
2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,130500,8495.150391
2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,153300,8466.549805
2015-08-17,8530.50,8530.599609,8428.049805,8477.299805,174700,8477.299805
2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,155900,8518.549805
2015-08-13,8384.450195,8429.50,8339.75,8355.849609,189200,8355.849609
2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,190000,8349.450195
2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,154400,8462.349609
2015-08-10,8577.00,8621.549805,8497.799805,8525.599609,123400,8525.599609
2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,143700,8564.599609
2015-08-06,8585.799805,8606.299805,8551.50,8588.650391,134900,8588.650391
2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,132800,8567.950195
2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,187400,8516.900391
2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,156700,8543.049805
2015-07-31,8456.099609,8548.950195,8448.00,8532.849609,203300,8532.849609
2015-07-30,8417.00,8458.900391,8408.299805,8421.799805,215200,8421.799805
2015-07-29,8365.599609,8381.50,8338.450195,8375.049805,141000,8375.049805
2015-07-28,8371.099609,8397.400391,8321.75,8337.00,174600,8337.00
2015-07-27,8492.099609,8492.200195,8351.549805,8361.00,136600,8361.00
2015-07-24,8588.150391,8589.150391,8513.50,8521.549805,127400,8521.549805
2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,132900,8589.799805
