1460519160,844.8000,845.0000,843.5000,843.5500,5200
1460519220,844.6000,844.8000,843.9500,844.7000,6100
1460519280,844.8000,844.8000,843.8000,844.5500,5800
1460519340,845.5500,845.5500,844.5000,844.6000,15200
1460519405,844.5500,845.5500,844.2000,845.4500,8500
1460519460,845.8500,845.8500,845.0500,845.0500,5600
1460519521,845.6000,846.0000,845.1500,845.6500,4400
1460519580,845.5500,846.0000,845.1000,845.6500,4900
1460519699,845.7500,846.5000,845.1500,845.5000,3100
1460519701,845.1000,846.0000,845.1000,845.9500,3400
1460519761,844.0000,845.3500,843.0500,845.3500,3700
1460519824,843.7500,844.4000,843.7000,844.4000,1600
1460519880,843.5000,843.7000,843.0000,843.7000,2800
1460519942,843.4500,844.2000,843.0500,843.7500,1800
1460520000,843.0000,843.4000,843.0000,843.4000,3400
1460520061,841.5500,842.9500,841.2500,842.6500,4400
1460520121,841.8000,842.0000,841.5000,841.6000,2900
1460520184,843.5000,843.9500,841.7500,841.9000,3100
1460520240,842.5500,843.8500,842.5500,843.6000,4600
1460520301,843.5000,843.5500,842.7500,843.2000,2900
1460520417,843.0500,844.0000,842.1000,843.4500,2100
1460520477,842.0000,843.4500,841.9000,843.0000,1900
1460520480,841.7000,842.4500,841.7000,842.4500,2000
1460520598,842.7500,843.0000,841.5500,841.9500,2600
1460520658,842.4000,842.9500,842.0000,842.7000,2100
1460520719,842.6500,843.0000,841.5500,842.3500,3400
1460520720,842.4000,842.6000,842.0000,842.6000,1500
1460520835,842.4000,842.4500,842.0000,842.0000,1500
1460520840,843.0000,843.0000,842.4500,842.4500,2800
1460520901,842.4000,842.9500,842.1000,842.9500,1700
1460520963,842.8500,843.5500,842.6500,842.7000,3200
1460521021,843.5000,843.5000,842.5500,842.7000,2800
1460521080,842.5000,843.5000,842.2000,843.2500,4700
1460521140,843.4500,843.9000,842.2000,842.2000,4600
1460521207,843.7500,845.0000,842.4500,843.1000,5000
1460521263,843.7500,844.0000,842.6000,843.9500,2200
1460521376,843.4500,843.9500,842.9000,843.8000,1700
1460521380,842.5500,843.6000,842.0000,843.6000,3200
1460521440,843.1500,843.6000,842.6000,842.9000,4900
1460521501,842.9000,843.4500,842.5000,843.4500,2100
1460521565,842.7500,842.8500,842.0000,842.6000,1500
1460521620,843.1000,843.5000,842.5000,842.5000,2900
1460521680,843.2000,843.8000,842.7500,842.9500,2700
1460521749,842.7500,843.3500,842.6000,843.1500,1500
1460521801,841.9500,843.0500,841.8000,843.0500,1900
1460521860,843.0000,843.0000,841.6500,841.6500,3000
1460521929,843.6500,843.6500,842.9000,843.4000,2100
1460521981,844.2000,844.5000,843.5000,843.8000,3300
1460522099,843.7500,844.2000,843.5000,843.7500,2400
1460522159,843.2500,843.7500,842.6500,843.5500,1700
1460522160,843.0500,843.7000,842.8500,843.1500,1900
1460522220,843.1500,843.5000,842.5500,843.4000,2200
1460522282,842.9500,843.7500,842.1500,843.2000,2400
1460522341,842.5000,843.0000,842.4000,843.0000,2500
1460522400,842.8000,842.9500,842.4500,842.4500,1800
1460522461,843.3000,843.3000,842.6500,842.7000,2800
1460522520,843.0000,843.8500,842.7000,843.8500,5400
1460522580,843.1000,843.4500,842.5000,842.8500,2600
1460522640,842.9500,843.4000,842.4500,843.4000,2400
1460522756,842.5500,843.2500,842.5000,842.7000,1900
1460522760,842.4500,842.8500,841.6000,842.8000,2000
1460522820,842.2500,842.9500,842.0500,842.2500,2200
1460522882,842.0500,843.0000,842.0500,842.0500,2500
1460522940,841.8500,842.3500,841.5000,842.1000,2200
1460523000,841.9000,842.0000,841.2500,842.0000,2900
1460523060,842.7500,843.0000,841.6500,841.6500,3300
1460523121,842.8500,842.9000,842.5000,842.8000,1800
1460523181,842.4500,842.9000,842.1000,842.9000,2500
1460523248,842.4500,842.8000,841.6500,842.5000,1200
1460523302,842.4000,842.7000,841.7000,842.5000,1900
1460523417,842.1500,842.7000,841.7000,842.7000,1900
1460523421,841.5000,842.4000,841.5000,842.3000,1500
1460523498,841.6000,842.0000,841.5500,841.5500,1000
1460523541,841.6000,842.3500,841.6000,842.0000,2400
1460523657,841.9500,842.2500,841.5000,841.8000,1300
1460523660,841.9500,842.3000,841.4500,842.0500,1500
1460523721,841.9500,842.0000,841.5000,842.0000,1200
1460523781,841.8500,842.2500,841.7500,842.0000,1400
1460523840,841.8000,842.2000,841.4000,842.0500,1100
1460523959,841.5000,841.7500,841.0500,841.7500,2500
1460523960,841.1500,841.6500,841.0000,841.6500,2400
1460524024,841.2500,841.3000,841.0000,841.3000,1400
1460524081,841.0000,841.6000,841.0000,841.3500,1800
1460524140,841.9500,842.0000,841.2000,841.2000,2500
1460524259,841.5000,842.5000,841.5000,842.0000,2800
1460524260,841.6500,842.5000,841.4000,841.8000,2000
1460524320,841.9500,841.9500,841.1500,841.6000,2100
1460524380,841.5500,842.0000,841.5000,842.0000,1400
1460524441,841.4500,841.9500,841.1000,841.9500,1300
1460524504,841.1500,841.4500,841.0000,841.0500,1800
1460524565,840.2500,841.1000,840.2500,841.1000,2000
1460524621,840.2500,840.5000,840.0000,840.5000,2100
1460524737,840.1500,840.3500,840.0000,840.3000,1800
1460524740,840.7500,840.8000,840.0000,840.0000,2400
1460524800,840.3500,840.7000,840.0000,840.7000,1300
1460524919,840.0500,840.7000,840.0000,840.4500,1400
1460524920,840.0500,840.5000,840.0000,840.4000,1600
1460524980,840.2000,840.5000,840.0500,840.2500,1300
1460525099,840.2500,840.5000,839.1500,840.4500,3500
1460525100,839.3000,840.2500,839.1500,839.9500,2400
1460525161,840.2000,840.5000,839.2000,839.5000,3200
1460525220,840.5500,840.7000,840.0000,840.0000,1200
1460525280,840.0500,840.7000,839.7500,840.7000,1200
1460525342,839.8000,840.0500,839.3500,839.5500,1100
1460525411,839.9000,839.9500,839.5000,839.6000,1000
1460525519,839.9000,840.4000,839.6000,839.8500,2000
1460525520,839.9500,840.2500,839.5000,840.1500,1500
1460525590,839.9500,840.0000,839.6000,839.9000,800
1460525648,839.8000,839.8500,839.3500,839.5000,1200
1460525703,839.7500,839.8500,839.2000,839.5000,900
1460525760,839.8500,839.8500,839.1000,839.8500,2100
1460525820,840.2000,840.2000,839.4000,839.6500,3200
