1461296760,1218.4000,1218.4500,1215.6500,1216.0000,12800
1461296820,1219.0000,1219.7000,1218.1000,1218.7000,11900
1461296881,1218.7000,1219.9500,1218.6000,1219.4000,10100
1461296940,1215.0500,1218.3000,1215.0500,1218.3000,10400
1461297000,1215.3000,1215.3000,1214.2500,1215.3000,14600
1461297061,1215.0000,1216.2500,1214.9000,1215.2000,8200
1461297120,1218.6500,1218.8500,1215.0000,1215.4500,7500
1461297180,1219.0000,1219.6500,1218.4000,1219.0000,5900
1461297240,1218.8000,1219.0000,1218.0000,1218.6500,4200
1461297308,1219.0000,1219.0000,1218.6000,1218.6000,1800
1461297360,1218.0000,1219.0000,1218.0000,1218.8500,4700
1461297423,1217.4500,1218.5000,1217.1500,1217.6000,2900
1461297539,1217.0000,1217.8000,1216.0500,1217.6000,5900
1461297540,1216.7000,1218.0000,1216.3500,1216.3500,7700
1461297601,1216.3000,1217.3000,1216.0000,1217.2500,4200
1461297662,1216.0000,1217.0000,1215.9500,1216.1000,6600
1461297724,1215.5500,1216.5000,1215.5000,1216.5000,3500
1461297783,1216.0000,1216.0500,1215.1000,1215.1000,4300
1461297840,1216.7000,1217.0000,1216.0000,1216.3500,2700
1461297901,1216.7000,1217.0000,1216.5000,1216.9500,2900
1461297961,1217.0500,1217.3500,1216.4000,1217.0000,4700
1461298021,1217.5000,1218.2000,1216.7500,1217.2000,5600
1461298080,1217.3000,1217.5000,1217.1000,1217.2500,4900
1461298140,1216.8000,1217.4000,1216.3500,1217.1000,4100
1461298209,1217.8000,1218.5000,1216.5500,1216.5500,4800
1461298261,1217.1000,1218.0500,1216.5500,1218.0500,8800
1461298321,1216.0500,1217.0000,1216.0000,1216.9000,8300
1461298383,1216.3500,1216.5500,1216.0000,1216.0000,6200
1461298441,1216.0000,1216.4000,1216.0000,1216.4000,4000
1461298515,1216.0500,1216.0500,1216.0000,1216.0500,4600
1461298564,1216.0000,1216.0500,1216.0000,1216.0000,3900
1461298620,1215.5000,1215.8000,1215.1000,1215.7000,5300
1461298685,1215.5500,1215.8500,1215.5000,1215.6000,4800
1461298740,1215.4000,1215.7000,1215.3000,1215.6500,2000
1461298801,1215.1000,1216.0000,1215.1000,1215.3000,4000
1461298870,1211.2500,1215.2500,1211.1000,1215.2500,20200
1461298921,1212.2500,1212.2500,1210.3500,1211.4000,32100
1461298980,1214.0500,1214.8500,1213.0000,1213.0000,12300
1461299040,1214.2000,1214.2500,1213.6500,1214.2500,3100
1461299100,1213.0500,1214.2500,1213.0000,1214.1500,3400
1461299160,1212.4500,1213.1000,1212.2000,1213.0000,5500
1461299279,1212.2000,1212.7000,1212.0000,1212.2500,3000
1461299280,1212.7500,1212.8500,1212.1000,1212.1500,2300
1461299340,1212.7500,1213.1000,1212.0000,1212.9000,3600
1461299403,1212.9000,1212.9500,1212.0000,1212.7000,3600
1461299461,1214.0500,1214.4000,1212.2000,1212.2000,4900
1461299521,1216.6000,1216.6000,1214.0500,1214.1000,6700
1461299582,1214.7000,1216.9500,1214.5000,1216.7000,8800
1461299643,1215.0000,1215.0000,1214.5500,1214.8000,5500
1461299701,1214.7000,1215.0500,1213.9000,1214.5500,3100
1461299760,1215.0000,1215.8000,1214.1500,1214.7500,1400
1461299822,1215.7500,1216.4500,1215.0000,1215.0500,2700
1461299882,1216.1000,1217.1000,1215.5500,1215.9000,5200
1461299941,1215.7000,1216.1000,1215.5500,1216.0000,3600
1461300001,1216.0000,1216.0000,1215.5000,1215.7500,4100
1461300060,1217.3500,1217.5000,1215.9500,1216.5000,4000
1461300121,1216.7000,1217.5000,1216.1500,1217.4500,3800
1461300180,1217.5500,1218.0000,1216.9000,1217.1000,7300
1461300242,1217.6500,1218.0000,1217.5000,1217.7000,7000
1461300300,1218.0000,1218.0000,1217.5000,1217.9000,5400
1461300363,1217.0000,1217.9500,1217.0000,1217.6000,5400
1461300424,1216.5500,1217.1000,1216.0000,1217.0500,8500
1461300480,1216.2500,1217.0000,1216.2000,1217.0000,8600
1461300544,1215.2500,1216.2500,1215.1500,1216.1000,7900
1461300600,1215.2000,1215.3000,1215.0000,1215.1500,4700
1461300660,1214.4000,1215.1000,1214.0000,1215.1000,6500
1461300779,1214.6000,1214.6500,1214.2000,1214.2500,9200
1461300780,1215.0500,1215.1000,1214.2500,1214.5000,7100
1461300840,1215.1500,1215.9000,1214.9000,1215.1500,6400
1461300900,1214.9500,1215.9000,1214.6500,1215.0000,9700
1461300962,1214.9500,1215.1500,1214.4000,1215.1000,8300
1461301020,1215.0000,1215.0000,1214.5000,1214.6000,6200
1461301081,1215.9000,1216.0000,1214.9500,1215.0500,7200
1461301140,1215.4000,1216.0000,1214.9500,1216.0000,5900
1461301201,1215.5000,1216.8000,1215.0500,1215.0500,8600
1461301261,1215.4500,1215.8500,1215.2500,1215.6000,4000
1461301324,1216.0000,1216.0000,1215.5000,1215.6500,4800
1461301380,1216.6000,1216.6000,1215.4000,1215.7500,4400
1461301442,1216.5500,1216.8000,1216.4000,1216.8000,3300
1461301500,1217.5000,1218.0000,1216.5500,1216.6000,11800
1461301562,1217.0500,1217.5000,1216.8500,1217.4500,5000
1461301620,1217.0500,1217.2000,1216.8000,1217.0000,4600
1461301739,1217.5000,1217.7000,1217.0000,1217.1500,4400
1461301740,1217.7000,1218.2000,1217.3500,1217.6000,5000
1461301803,1217.5000,1217.7500,1217.4000,1217.5000,3400
1461301862,1218.5000,1218.5000,1217.0500,1217.4500,5800
1461301920,1217.4500,1218.1000,1217.2000,1218.0000,5500
1461301983,1216.7000,1217.0000,1216.5000,1216.6000,4200
1461302044,1216.4500,1216.7000,1216.3500,1216.6500,2900
1461302100,1215.4000,1216.4500,1215.0000,1216.3500,4500
1461302160,1215.5000,1215.9500,1215.0000,1215.1500,6500
1461302221,1215.9500,1216.0000,1215.1000,1215.7000,3500
1461302281,1216.1500,1216.7000,1215.7500,1215.8500,4900
1461302342,1216.2000,1216.6000,1215.9000,1216.5000,3000
1461302401,1216.5000,1216.7500,1216.0000,1216.0500,3900
1461302462,1216.7500,1216.8500,1216.6000,1216.6000,2800
1461302522,1216.3500,1216.9500,1216.0500,1216.8000,3900
1461302582,1216.5000,1217.0000,1216.3000,1216.3000,6200
1461302647,1216.5000,1216.8000,1216.1000,1216.5500,3900
1461302703,1216.7500,1216.9000,1216.4500,1216.4500,2800
1461302760,1217.0000,1217.0000,1216.6500,1216.6500,3200
1461302820,1216.7500,1217.0500,1216.5000,1217.0500,5100
1461302884,1217.0000,1217.4000,1216.3000,1216.6500,6000
1461302945,1217.3000,1217.3000,1217.0000,1217.1000,3500
1461303001,1217.2500,1218.0000,1217.0000,1217.2500,6200
1461303118,1217.6000,1218.1500,1217.0500,1217.3000,7500
1461303120,1217.5000,1217.9500,1216.7000,1217.9000,3900
1461303182,1217.6000,1217.8500,1217.5500,1217.5500,3500
1461303247,1217.6000,1217.8000,1217.6000,1217.7500,2700
